datetime,solar_global[W/sf],solar_horizontal[W/sf],solar_direct[W/sf],clouds,dewpoint[degF],temperature[degF],ground_reflectivity[pu],wind_speed[m/s],wind_dir[rad],solar_altitude[deg],humidity[%],pressure[mbar],heat_index[degF]
2020-01-10 11:00:00,47.8,5.9,84.5,0,45.0,50.9,0.1,1.0,4.9,60.3,80.1,971,50.2
2020-01-10 12:00:00,49.2,6.2,84.5,0,44.4,52.0,0.1,2.3,4.9,59.4,75.5,971,51.2
2020-01-10 13:00:00,45.1,6.0,82.4,0,45.0,51.8,0.1,3.4,5.1,61.8,77.5,971,51.1
2020-01-10 14:00:00,31.1,9.4,55.9,7,45.5,50.9,0.1,3.5,5.1,67.1,81.7,971,50.2
2020-01-10 15:00:00,17.0,7.6,35.6,3,45.7,50.4,0.1,3.3,5.1,74.7,84.1,970,49.7
2020-01-10 16:00:00,5.0,3.3,15.5,3,46.2,46.6,0.1,2.9,5.1,83.9,98.6,970,46.1
2020-01-10 17:00:00,0.0,0.0,0.0,0,44.8,44.8,0.1,3.1,5.2,94.5,100.0,971,44.2
2020-01-10 18:00:00,0.0,0.0,0.0,0,44.1,44.1,0.1,3.1,5.3,105.6,100.0,971,43.5
2020-01-10 19:00:00,0.0,0.0,0.0,0,43.7,43.7,0.1,2.9,5.2,117.3,100.0,972,43.1
2020-01-10 20:00:00,0.0,0.0,0.0,0,43.7,43.7,0.1,2.6,5.0,129.2,100.0,972,43.1
2020-01-10 21:00:00,0.0,0.0,0.0,0,44.1,44.1,0.1,2.5,4.7,141.0,100.0,972,43.5
2020-01-10 22:00:00,0.0,0.0,0.0,0,44.4,44.4,0.1,2.7,4.5,152.2,100.0,971,43.8
2020-01-10 23:00:00,0.0,0.0,0.0,0,45.0,45.0,0.1,3.1,4.5,161.5,100.0,970,44.4
2020-01-11 00:00:00,0.0,0.0,0.0,0,45.7,45.7,0.1,3.4,4.6,164.2,100.0,970,45.2
2020-01-11 01:00:00,0.0,0.0,0.0,0,46.4,46.4,0.1,3.9,4.9,157.8,100.0,970,45.9
2020-01-11 02:00:00,0.0,0.0,0.0,0,46.4,46.4,0.1,4.2,5.2,147.4,100.0,970,45.9
2020-01-11 03:00:00,0.0,0.0,0.0,0,45.5,45.5,0.1,4.3,5.4,135.8,100.0,970,45.0
2020-01-11 04:00:00,0.0,0.0,0.0,0,44.6,44.6,0.1,4.3,5.4,123.9,100.0,970,44.0
2020-01-11 05:00:00,0.0,0.0,0.0,0,44.2,44.2,0.1,4.2,5.4,112.1,100.0,970,43.7
2020-01-11 06:00:00,0.0,0.0,0.0,0,44.2,44.2,0.1,4.2,5.5,100.6,100.0,970,43.7
2020-01-11 07:00:00,0.9,0.8,6.2,0,44.8,45.5,0.1,4.5,5.5,89.3,97.2,971,44.9
2020-01-11 08:00:00,13.4,4.6,48.5,0,45.5,47.3,0.1,5.2,5.5,79.6,93.3,971,46.7
2020-01-11 09:00:00,29.1,5.6,72.1,0,45.1,48.6,0.1,6.1,5.5,71.0,87.7,972,47.9
2020-01-11 10:00:00,41.2,6.3,80.4,0,43.9,49.3,0.1,6.6,5.6,64.3,81.8,972,48.5
2020-01-11 11:00:00,45.5,8.9,73.7,0,43.2,49.8,0.1,6.9,5.6,60.2,77.8,971,49.0
2020-01-11 12:00:00,48.8,7.7,80.3,0,43.0,50.2,0.1,6.8,5.6,59.2,76.5,970,49.3
2020-01-11 13:00:00,45.2,7.2,79.8,0,43.2,50.2,0.1,6.5,5.6,61.6,76.8,969,49.3
2020-01-11 14:00:00,35.9,6.6,74.6,0,43.2,49.8,0.1,6.4,5.6,66.9,78.0,969,49.0
2020-01-11 15:00:00,20.7,5.7,56.5,0,43.3,49.5,0.1,6.3,5.6,74.5,79.2,968,48.6
2020-01-11 16:00:00,7.5,3.2,39.9,0,43.9,46.0,0.1,5.2,5.5,83.7,92.3,968,45.4
2020-01-11 17:00:00,0.0,0.0,0.0,0,43.9,44.4,0.1,4.9,5.5,94.3,98.2,968,43.8
2020-01-11 18:00:00,0.0,0.0,0.0,0,43.7,43.7,0.1,4.9,5.6,105.5,100.0,968,43.1
2020-01-11 19:00:00,0.0,0.0,0.0,0,43.2,43.2,0.1,4.7,5.6,117.1,100.0,968,42.5
2020-01-11 20:00:00,0.0,0.0,0.0,0,42.6,42.6,0.1,4.6,5.6,129.0,100.0,969,42.0
2020-01-11 21:00:00,0.0,0.0,0.0,0,42.3,42.3,0.1,4.5,5.6,140.8,100.0,969,41.6
2020-01-11 22:00:00,0.0,0.0,0.0,0,42.3,42.3,0.1,4.5,5.6,152.1,100.0,969,41.6
2020-01-11 23:00:00,0.0,0.0,0.0,0,42.6,42.6,0.1,4.5,5.6,161.3,100.0,969,42.0
2020-01-12 00:00:00,0.0,0.0,0.0,0,42.4,42.4,0.1,4.5,5.6,164.1,100.0,968,41.8
2020-01-12 01:00:00,0.0,0.0,0.0,0,41.9,41.9,0.1,4.4,5.6,157.8,100.0,968,41.2
2020-01-12 02:00:00,0.0,0.0,0.0,4,41.4,41.4,0.1,4.5,5.6,147.4,100.0,969,40.6
2020-01-12 03:00:00,0.0,0.0,0.0,0,41.2,41.2,0.1,4.4,5.6,135.8,100.0,969,40.4
2020-01-12 04:00:00,0.0,0.0,0.0,0,40.8,40.8,0.1,4.4,5.6,123.9,100.0,969,40.1
2020-01-12 05:00:00,0.0,0.0,0.0,8,40.8,40.8,0.1,4.4,5.6,112.1,100.0,969,40.1
2020-01-12 06:00:00,0.0,0.0,0.0,8,41.0,41.0,0.1,4.4,5.6,100.6,100.0,969,40.2
2020-01-12 07:00:00,0.6,0.6,0.0,4,42.6,42.6,0.1,4.5,5.6,89.2,100.0,970,42.0
2020-01-12 08:00:00,8.0,6.2,9.8,7,44.4,45.0,0.1,4.8,5.6,79.6,97.7,970,44.4
2020-01-12 09:00:00,13.3,9.7,11.1,7,44.4,46.4,0.1,4.7,5.6,70.9,92.9,970,45.8
2020-01-12 10:00:00,33.3,12.6,47.5,7,44.1,47.5,0.1,4.6,5.5,64.2,87.9,969,46.8
2020-01-12 11:00:00,42.8,11.3,63.1,0,43.9,47.8,0.1,4.9,5.4,60.0,86.2,968,47.1
2020-01-12 12:00:00,30.1,20.8,18.1,3,43.7,48.0,0.1,5.3,5.3,59.1,84.8,967,47.3
2020-01-12 13:00:00,21.2,18.4,5.9,4,43.7,48.4,0.1,5.3,5.3,61.4,83.5,967,47.6
2020-01-12 14:00:00,13.6,10.2,8.5,3,43.7,48.4,0.1,5.1,5.2,66.7,83.7,967,47.6
2020-01-12 15:00:00,15.8,8.1,28.6,2,43.5,48.2,0.1,4.9,5.2,74.3,83.8,967,47.4
2020-01-12 16:00:00,6.5,3.5,26.5,0,44.1,45.7,0.1,3.6,5.1,83.5,94.2,967,45.0
2020-01-12 17:00:00,0.0,0.0,0.0,8,44.1,44.2,0.1,3.2,5.1,94.1,99.5,967,43.6
2020-01-12 18:00:00,0.0,0.0,0.0,0,43.5,43.5,0.1,3.1,5.0,105.3,100.0,967,42.9
2020-01-12 19:00:00,0.0,0.0,0.0,0,43.2,43.2,0.1,3.1,4.9,117.0,100.0,967,42.5
2020-01-12 20:00:00,0.0,0.0,0.0,0,43.2,43.2,0.1,3.2,4.8,128.8,100.0,967,42.5
2020-01-12 21:00:00,0.0,0.0,0.0,0,43.5,43.5,0.1,3.5,4.8,140.7,100.0,967,42.9
2020-01-12 22:00:00,0.0,0.0,0.0,0,44.1,44.1,0.1,3.7,4.8,151.9,100.0,967,43.5
2020-01-12 23:00:00,0.0,0.0,0.0,0,44.2,44.2,0.1,4.0,4.9,161.1,100.0,967,43.7
2020-01-13 00:00:00,0.0,0.0,0.0,0,43.9,43.9,0.1,4.2,5.0,163.9,100.0,966,43.3
2020-01-13 01:00:00,0.0,0.0,0.0,0,43.5,43.5,0.1,4.1,5.1,157.7,100.0,967,42.9
2020-01-13 02:00:00,0.0,0.0,0.0,0,43.5,43.5,0.1,3.8,5.3,147.3,100.0,967,42.9
2020-01-13 03:00:00,0.0,0.0,0.0,0,43.5,43.5,0.1,3.6,5.4,135.8,100.0,967,42.9
2020-01-13 04:00:00,0.0,0.0,0.0,0,43.7,43.7,0.1,3.3,5.4,123.9,100.0,967,43.1
2020-01-13 05:00:00,0.0,0.0,0.0,0,43.3,43.5,0.1,3.0,5.4,112.0,99.4,967,42.9
2020-01-13 06:00:00,0.0,0.0,0.0,0,42.4,43.3,0.1,2.7,5.4,100.5,96.3,967,42.6
2020-01-13 07:00:00,1.0,0.9,7.5,0,42.3,44.4,0.1,2.8,5.3,89.2,92.0,968,43.7
2020-01-13 08:00:00,13.9,4.4,52.6,0,44.1,46.4,0.1,3.4,5.2,79.5,91.2,969,45.7
2020-01-13 09:00:00,29.0,5.5,71.7,0,43.9,47.7,0.1,3.7,5.2,70.8,86.8,969,46.9
2020-01-13 10:00:00,34.0,10.4,54.0,0,43.3,48.7,0.1,3.5,5.1,64.1,81.5,969,47.9
2020-01-13 11:00:00,19.5,17.6,3.8,3,43.0,49.6,0.1,3.5,5.0,59.9,78.0,969,48.8
2020-01-13 12:00:00,16.9,15.0,3.8,3,43.3,50.0,0.1,3.5,4.9,58.9,77.6,968,49.2
2020-01-13 13:00:00,17.0,14.7,4.7,3,43.5,50.0,0.1,3.4,4.7,61.2,78.1,967,49.2
2020-01-13 14:00:00,35.2,5.9,73.6,0,43.5,49.5,0.1,3.2,4.6,66.5,80.2,967,48.7
2020-01-13 15:00:00,22.8,4.6,66.7,0,43.9,49.1,0.1,3.1,4.5,74.1,82.4,967,48.3
2020-01-13 16:00:00,6.7,3.1,31.0,0,45.1,46.4,0.1,2.9,4.2,83.4,95.1,967,45.8
2020-01-13 17:00:00,0.0,0.0,0.0,4,45.1,45.1,0.1,3.1,4.1,93.9,100.0,967,44.6
2020-01-13 18:00:00,0.0,0.0,0.0,0,45.3,45.3,0.1,3.5,4.0,105.1,100.0,967,44.8
2020-01-13 19:00:00,0.0,0.0,0.0,0,45.9,45.9,0.1,4.0,3.9,116.8,100.0,967,45.4
2020-01-13 20:00:00,0.0,0.0,0.0,0,46.2,46.2,0.1,4.5,3.9,128.7,100.0,967,45.7
2020-01-13 21:00:00,0.0,0.0,0.0,0,46.8,46.8,0.1,4.8,4.0,140.5,100.0,966,46.3
2020-01-13 22:00:00,0.0,0.0,0.0,0,47.3,47.3,0.1,5.1,4.2,151.7,100.0,966,46.9
2020-01-13 23:00:00,0.0,0.0,0.0,0,47.7,47.7,0.1,5.2,4.5,160.9,100.0,965,47.2
2020-01-14 00:00:00,0.0,0.0,0.0,0,47.5,47.5,0.1,5.4,4.9,163.8,100.0,965,47.1
2020-01-14 01:00:00,0.0,0.0,0.0,0,46.4,46.4,0.1,5.5,5.2,157.7,100.0,966,45.9
2020-01-14 02:00:00,0.0,0.0,0.0,0,45.1,45.1,0.1,5.0,5.2,147.3,100.0,966,44.6
2020-01-14 03:00:00,0.0,0.0,0.0,0,44.2,44.2,0.1,4.5,5.1,135.8,100.0,967,43.7
2020-01-14 04:00:00,0.0,0.0,0.0,0,43.3,43.7,0.1,4.5,5.2,123.8,98.7,967,43.1
2020-01-14 05:00:00,0.0,0.0,0.0,0,42.1,43.5,0.1,4.7,5.2,112.0,94.9,968,42.8
2020-01-14 06:00:00,0.0,0.0,0.0,0,41.2,43.9,0.1,4.6,5.3,100.5,90.4,969,43.0
2020-01-14 07:00:00,1.0,0.9,5.0,0,41.2,44.8,0.1,4.2,5.3,89.2,87.4,969,43.9
2020-01-14 08:00:00,12.3,5.6,36.5,0,42.1,46.0,0.1,4.3,5.3,79.4,86.1,970,45.2
2020-01-14 09:00:00,20.8,9.4,34.7,0,41.7,47.1,0.1,4.7,5.3,70.7,81.6,970,46.2
2020-01-14 10:00:00,38.8,8.7,68.5,0,41.2,47.7,0.1,4.7,5.3,64.0,78.1,970,46.7
2020-01-14 11:00:00,21.0,15.1,11.8,4,40.5,48.2,0.1,4.8,5.3,59.8,74.7,970,47.2
2020-01-14 12:00:00,31.7,14.2,33.7,4,40.3,48.4,0.1,5.0,5.3,58.7,73.4,969,47.4
2020-01-14 13:00:00,39.9,9.3,63.4,0,40.3,48.2,0.1,5.1,5.3,61.0,73.8,969,47.2
2020-01-14 14:00:00,35.5,7.2,70.4,0,40.1,47.8,0.1,4.9,5.3,66.3,74.4,968,46.8
2020-01-14 15:00:00,23.9,5.2,67.4,0,39.9,47.5,0.1,4.7,5.3,74.0,75.1,968,46.5
2020-01-14 16:00:00,8.5,3.3,44.7,0,41.0,44.4,0.1,3.5,5.4,83.2,88.0,968,43.6
2020-01-14 17:00:00,0.0,0.0,0.0,0,41.0,42.8,0.1,3.2,5.4,93.8,93.4,968,42.0
2020-01-14 18:00:00,0.0,0.0,0.0,0,41.2,42.1,0.1,3.0,5.4,105.0,96.5,968,41.3
2020-01-14 19:00:00,0.0,0.0,0.0,0,41.4,41.5,0.1,2.9,5.4,116.6,99.5,968,40.8
2020-01-14 20:00:00,0.0,0.0,0.0,0,41.4,41.4,0.1,2.9,5.4,128.5,100.0,968,40.6
2020-01-14 21:00:00,0.0,0.0,0.0,0,41.2,41.2,0.1,2.7,5.4,140.3,100.0,968,40.4
2020-01-14 22:00:00,0.0,0.0,0.0,0,41.2,41.2,0.1,2.6,5.4,151.5,100.0,968,40.4
2020-01-14 23:00:00,0.0,0.0,0.0,0,41.4,41.4,0.1,2.5,5.4,160.7,100.0,967,40.6
2020-01-15 00:00:00,0.0,0.0,0.0,0,41.4,41.4,0.1,2.4,5.3,163.6,100.0,967,40.6
2020-01-15 01:00:00,0.0,0.0,0.0,0,41.5,41.5,0.1,2.1,5.4,157.6,100.0,967,40.8
2020-01-15 02:00:00,0.0,0.0,0.0,0,41.7,41.7,0.1,1.7,5.4,147.3,100.0,966,41.0
2020-01-15 03:00:00,0.0,0.0,0.0,0,41.7,41.9,0.1,1.3,5.4,135.7,99.1,966,41.2
2020-01-15 04:00:00,0.0,0.0,0.0,8,41.2,41.9,0.1,0.7,5.5,123.8,97.5,965,41.1
2020-01-15 05:00:00,0.0,0.0,0.0,8,40.8,41.4,0.1,0.5,4.0,112.0,98.1,965,40.6
2020-01-15 06:00:00,0.0,0.0,0.0,0,40.6,41.0,0.1,1.0,2.5,100.5,98.3,965,40.2
2020-01-15 07:00:00,0.6,0.6,0.1,8,40.6,41.4,0.1,1.3,2.6,89.1,97.0,964,40.6
2020-01-15 08:00:00,10.7,5.9,26.2,7,41.2,42.4,0.1,1.5,2.8,79.4,95.0,964,41.6
2020-01-15 09:00:00,23.5,9.8,41.5,7,41.5,43.7,0.1,1.8,2.9,70.6,91.7,964,42.9
2020-01-15 10:00:00,35.0,11.7,52.8,7,41.5,45.0,0.1,2.1,2.9,63.8,87.5,964,44.1
2020-01-15 11:00:00,37.6,17.9,38.9,7,41.0,45.9,0.1,2.3,3.0,59.6,82.9,963,44.9
2020-01-15 12:00:00,37.5,19.3,34.9,7,40.6,46.4,0.1,2.5,3.1,58.5,80.0,962,45.4
2020-01-15 13:00:00,33.4,18.8,30.0,7,40.3,46.6,0.1,2.7,3.2,60.8,78.7,961,45.6
2020-01-15 14:00:00,26.5,14.9,28.6,7,40.5,46.4,0.1,2.8,3.3,66.1,79.8,961,45.4
2020-01-15 15:00:00,15.4,10.1,19.0,8,42.1,46.0,0.1,2.8,3.3,73.8,85.8,960,45.2
2020-01-15 16:00:00,5.7,4.0,13.6,7,42.4,44.2,0.1,2.9,3.4,83.0,93.6,960,43.5
2020-01-15 17:00:00,0.0,0.0,0.0,8,42.3,43.7,0.1,3.3,3.4,93.6,94.5,960,43.0
2020-01-15 18:00:00,0.0,0.0,0.0,8,42.6,43.5,0.1,3.6,3.4,104.8,96.9,960,42.8
2020-01-15 19:00:00,0.0,0.0,0.0,8,43.2,43.5,0.1,4.1,3.4,116.5,98.6,959,42.9
2020-01-15 20:00:00,0.0,0.0,0.0,8,43.7,43.7,0.1,4.7,3.2,128.3,100.0,959,43.1
2020-01-15 21:00:00,0.0,0.0,0.0,8,43.9,43.9,0.1,5.3,3.1,140.1,100.0,959,43.3
2020-01-15 22:00:00,0.0,0.0,0.0,8,44.1,44.1,0.1,5.9,3.1,151.4,100.0,958,43.5
2020-01-15 23:00:00,0.0,0.0,0.0,8,44.4,44.4,0.1,6.6,3.1,160.5,100.0,958,43.8
2020-01-16 00:00:00,0.0,0.0,0.0,7,44.6,44.6,0.1,7.1,3.0,163.4,100.0,957,44.0
2020-01-16 01:00:00,0.0,0.0,0.0,0,45.0,45.0,0.1,7.6,3.0,157.5,100.0,957,44.4
2020-01-16 02:00:00,0.0,0.0,0.0,7,45.1,45.1,0.1,8.1,2.9,147.2,100.0,956,44.6
2020-01-16 03:00:00,0.0,0.0,0.0,7,45.5,45.5,0.1,8.7,2.9,135.7,100.0,955,45.0
2020-01-16 04:00:00,0.0,0.0,0.0,0,45.7,45.7,0.1,9.3,2.9,123.8,100.0,955,45.2
2020-01-16 05:00:00,0.0,0.0,0.0,0,46.0,46.0,0.1,10.1,2.9,112.0,100.0,954,45.5
2020-01-16 06:00:00,0.0,0.0,0.0,0,46.4,46.4,0.1,10.7,3.0,100.4,100.0,953,45.9
2020-01-16 07:00:00,0.3,0.3,0.0,4,46.8,46.8,0.1,10.7,3.0,89.1,100.0,953,46.3
2020-01-16 08:00:00,5.1,4.8,1.3,4,47.3,47.3,0.1,9.5,3.3,79.3,100.0,953,46.9
2020-01-16 09:00:00,0.6,0.6,0.0,6,47.5,47.5,0.1,8.3,3.8,70.5,100.0,954,47.1
2020-01-16 10:00:00,2.2,2.2,0.0,6,46.8,46.8,0.1,7.6,4.2,63.7,100.0,955,46.3
2020-01-16 11:00:00,2.7,2.7,0.0,9,45.3,45.3,0.1,6.3,4.4,59.4,100.0,956,44.8
2020-01-16 12:00:00,6.3,6.1,0.4,6,43.0,44.2,0.1,5.4,4.3,58.4,95.6,956,43.5
2020-01-16 13:00:00,8.7,8.7,0.0,4,41.5,44.2,0.1,5.3,4.2,60.6,90.2,956,43.4
2020-01-16 14:00:00,16.6,11.1,13.7,8,41.2,44.4,0.1,5.5,4.2,65.9,88.4,957,43.6
2020-01-16 15:00:00,16.4,8.5,28.0,3,41.4,44.6,0.1,5.5,4.3,73.6,88.4,957,43.8
2020-01-16 16:00:00,8.0,4.0,32.2,0,41.7,43.9,0.1,4.8,4.6,82.8,92.4,958,43.1
2020-01-16 17:00:00,0.0,0.0,0.0,0,41.7,43.5,0.1,4.4,4.7,93.4,93.4,960,42.7
2020-01-16 18:00:00,0.0,0.0,0.0,0,41.5,43.3,0.1,4.3,4.8,104.6,93.6,961,42.6
2020-01-16 19:00:00,0.0,0.0,0.0,0,41.2,42.8,0.1,4.1,4.9,116.3,93.9,962,42.0
2020-01-16 20:00:00,0.0,0.0,0.0,0,40.8,42.3,0.1,4.0,4.9,128.2,94.3,963,41.4
2020-01-16 21:00:00,0.0,0.0,0.0,0,40.5,41.9,0.1,3.7,4.9,140.0,94.5,964,41.1
2020-01-16 22:00:00,0.0,0.0,0.0,7,40.1,41.5,0.1,3.3,4.8,151.2,94.6,965,40.7
2020-01-16 23:00:00,0.0,0.0,0.0,4,39.7,41.4,0.1,3.0,4.9,160.3,94.0,966,40.5
2020-01-17 00:00:00,0.0,0.0,0.0,8,39.6,41.4,0.1,2.6,4.9,163.2,93.0,966,40.5
2020-01-17 01:00:00,0.0,0.0,0.0,7,39.2,41.7,0.1,2.0,4.8,157.4,90.9,967,40.8
2020-01-17 02:00:00,0.0,0.0,0.0,8,39.0,42.1,0.1,1.3,4.7,147.2,88.8,967,41.1
2020-01-17 03:00:00,0.0,0.0,0.0,4,38.7,42.3,0.1,0.9,4.2,135.7,87.1,968,41.3
2020-01-17 04:00:00,0.0,0.0,0.0,8,38.5,42.1,0.1,0.9,3.6,123.8,86.9,968,41.1
2020-01-17 05:00:00,0.0,0.0,0.0,7,38.5,41.9,0.1,1.1,3.2,111.9,87.3,969,40.9
2020-01-17 06:00:00,0.0,0.0,0.0,7,38.7,41.5,0.1,1.3,2.9,100.4,89.1,970,40.6
2020-01-17 07:00:00,0.7,0.7,1.3,7,38.8,42.4,0.1,1.5,2.7,89.0,87.1,970,41.5
2020-01-17 08:00:00,9.5,6.5,16.0,7,41.0,44.2,0.1,1.8,2.7,79.2,88.4,971,43.4
2020-01-17 09:00:00,30.1,5.4,73.8,0,41.7,45.7,0.1,1.8,2.6,70.4,85.8,971,44.8
2020-01-17 10:00:00,42.4,6.1,81.2,0,41.2,46.4,0.1,1.9,2.5,63.5,82.2,972,45.5
2020-01-17 11:00:00,46.5,9.5,72.3,0,41.0,47.1,0.1,1.9,2.5,59.2,79.1,971,46.2
2020-01-17 12:00:00,42.4,15.5,50.9,7,40.8,48.2,0.1,1.5,2.5,58.1,75.3,971,47.2
2020-01-17 13:00:00,33.6,17.7,32.1,4,39.7,48.9,0.1,0.9,2.6,60.4,70.2,971,47.9
2020-01-17 14:00:00,32.8,10.2,55.0,7,38.3,48.9,0.1,0.4,3.4,65.7,66.8,971,47.8
2020-01-17 15:00:00,21.1,7.2,48.5,7,38.3,48.9,0.1,0.2,4.2,73.4,66.8,971,47.8
2020-01-17 16:00:00,7.4,3.9,27.1,7,39.0,46.9,0.1,0.6,3.0,82.6,73.9,971,45.9
2020-01-17 17:00:00,0.0,0.0,0.0,7,38.1,45.9,0.1,0.9,0.4,93.2,74.4,971,44.8
2020-01-17 18:00:00,0.0,0.0,0.0,7,38.3,45.1,0.1,1.2,1.0,104.4,76.7,971,44.0
2020-01-17 19:00:00,0.0,0.0,0.0,7,38.7,44.4,0.1,1.5,1.5,116.1,79.9,971,43.4
2020-01-17 20:00:00,0.0,0.0,0.0,7,39.0,43.5,0.1,1.8,1.7,128.0,83.8,971,42.5
2020-01-17 21:00:00,0.0,0.0,0.0,7,38.7,42.6,0.1,2.1,1.9,139.8,85.7,971,41.6
2020-01-17 22:00:00,0.0,0.0,0.0,7,38.7,42.1,0.1,2.3,2.0,151.0,87.8,971,41.1
2020-01-17 23:00:00,0.0,0.0,0.0,7,39.0,42.1,0.1,2.0,2.0,160.1,89.1,971,41.1
2020-01-18 00:00:00,0.0,0.0,0.0,7,39.0,42.1,0.1,1.6,1.9,163.1,88.8,971,41.1
2020-01-18 01:00:00,0.0,0.0,0.0,7,38.8,42.1,0.1,1.5,1.7,157.3,88.4,971,41.1
2020-01-18 02:00:00,0.0,0.0,0.0,7,38.8,41.7,0.1,1.5,1.5,147.1,89.7,971,40.8
2020-01-18 03:00:00,0.0,0.0,0.0,7,38.8,41.4,0.1,1.7,1.3,135.6,91.0,971,40.4
2020-01-18 04:00:00,0.0,0.0,0.0,7,39.0,40.6,0.1,1.9,1.2,123.7,94.0,972,39.7
2020-01-18 05:00:00,0.0,0.0,0.0,7,39.2,39.9,0.1,2.2,1.2,111.9,96.9,972,39.0
2020-01-18 06:00:00,0.0,0.0,0.0,7,39.2,39.7,0.1,2.4,1.3,100.3,98.2,972,38.9
2020-01-18 07:00:00,0.7,0.7,0.5,7,39.4,40.5,0.1,2.4,1.4,88.9,95.8,972,39.6
2020-01-18 08:00:00,11.5,5.8,30.7,7,39.9,42.4,0.1,2.5,1.4,79.1,90.8,973,41.5
2020-01-18 09:00:00,19.7,11.9,23.1,4,40.1,44.2,0.1,2.1,1.3,70.3,85.2,973,43.3
2020-01-18 10:00:00,35.8,11.2,54.7,7,39.2,45.5,0.1,2.0,1.1,63.4,78.3,973,44.5
2020-01-18 11:00:00,45.2,10.1,68.2,7,39.2,46.0,0.1,2.5,1.0,59.1,76.9,973,45.0
2020-01-18 12:00:00,49.1,9.4,74.8,0,39.6,46.8,0.1,3.0,0.9,58.0,75.8,972,45.7
2020-01-18 13:00:00,48.1,6.9,83.1,0,39.9,47.5,0.1,3.5,1.0,60.2,75.0,971,46.5
2020-01-18 14:00:00,39.3,6.2,79.8,0,39.9,48.0,0.1,3.6,1.0,65.5,73.4,971,47.0
2020-01-18 15:00:00,23.0,6.8,56.0,7,40.1,48.0,0.1,3.4,1.0,73.2,73.7,971,47.0
2020-01-18 16:00:00,8.9,3.7,39.6,0,41.5,45.3,0.1,2.7,0.9,82.4,86.4,971,44.5
2020-01-18 17:00:00,0.0,0.0,0.0,7,40.6,44.1,0.1,2.6,0.9,93.0,87.7,971,43.2
2020-01-18 18:00:00,0.0,0.0,0.0,7,40.6,43.7,0.1,2.6,0.8,104.2,89.2,971,42.8
2020-01-18 19:00:00,0.0,0.0,0.0,7,40.8,43.2,0.1,2.7,0.7,115.9,91.3,971,42.3
2020-01-18 20:00:00,0.0,0.0,0.0,7,40.8,42.4,0.1,3.2,0.9,127.8,94.0,971,41.6
2020-01-18 21:00:00,0.0,0.0,0.0,8,40.5,41.9,0.1,3.6,1.0,139.6,94.6,970,41.1
2020-01-18 22:00:00,0.0,0.0,0.0,7,40.3,41.5,0.1,3.7,1.1,150.8,95.0,970,40.7
2020-01-18 23:00:00,0.0,0.0,0.0,7,39.9,41.0,0.1,3.5,1.2,159.9,96.2,969,40.2
2020-01-19 00:00:00,0.0,0.0,0.0,7,39.9,40.5,0.1,3.4,1.1,162.9,97.7,969,39.6
2020-01-19 01:00:00,0.0,0.0,0.0,7,39.9,39.9,0.1,3.4,1.1,157.2,100.0,968,39.1
2020-01-19 02:00:00,0.0,0.0,0.0,7,39.4,39.4,0.1,3.7,1.0,147.1,100.0,968,38.5
2020-01-19 03:00:00,0.0,0.0,0.0,7,39.6,39.6,0.1,4.0,1.0,135.6,100.0,967,38.7
2020-01-19 04:00:00,0.0,0.0,0.0,7,39.4,39.4,0.1,4.1,1.0,123.7,100.0,967,38.5
2020-01-19 05:00:00,0.0,0.0,0.0,7,39.2,39.2,0.1,4.0,1.0,111.8,100.0,967,38.4
2020-01-19 06:00:00,0.0,0.0,0.0,7,39.2,39.2,0.1,3.8,1.1,100.3,100.0,967,38.4
2020-01-19 07:00:00,0.8,0.8,0.6,6,39.9,39.9,0.1,3.8,1.2,88.9,100.0,967,39.1
2020-01-19 08:00:00,4.8,4.7,0.7,6,41.4,41.4,0.1,4.1,1.2,79.0,100.0,967,40.6
2020-01-19 09:00:00,9.4,8.8,1.8,6,41.9,42.6,0.1,4.4,1.3,70.2,97.5,967,41.9
2020-01-19 10:00:00,16.3,11.4,10.7,6,42.8,44.1,0.1,4.5,1.4,63.2,95.3,966,43.4
2020-01-19 11:00:00,30.2,20.7,18.3,6,43.9,45.9,0.1,4.4,1.5,58.9,92.5,965,45.2
2020-01-19 12:00:00,29.2,20.7,15.8,6,45.1,47.8,0.1,4.1,1.6,57.7,90.0,964,47.2
2020-01-19 13:00:00,26.3,19.7,13.2,6,45.9,48.7,0.1,3.5,1.6,60.0,89.5,963,48.1
2020-01-19 14:00:00,12.4,11.5,2.0,7,46.8,48.2,0.1,2.7,1.7,65.3,94.4,963,47.7
2020-01-19 15:00:00,10.1,8.9,4.3,6,47.1,47.5,0.1,2.2,1.7,72.9,98.7,963,47.0
2020-01-19 16:00:00,2.9,2.8,0.8,8,46.0,46.0,0.1,1.8,1.5,82.2,100.0,963,45.5
2020-01-19 17:00:00,0.0,0.0,0.0,4,45.5,45.5,0.1,1.6,1.4,92.8,100.0,964,45.0
2020-01-19 18:00:00,0.0,0.0,0.0,6,45.1,45.1,0.1,1.5,1.4,104.1,100.0,964,44.6
2020-01-19 19:00:00,0.0,0.0,0.0,6,44.6,44.6,0.1,1.8,1.4,115.8,100.0,964,44.0
2020-01-19 20:00:00,0.0,0.0,0.0,6,43.9,43.9,0.1,2.3,1.5,127.7,100.0,964,43.3
2020-01-19 21:00:00,0.0,0.0,0.0,6,43.7,43.7,0.1,2.3,1.7,139.4,100.0,964,43.1
