datetime,solar_global[W/sf],solar_horizontal[W/sf],solar_direct[W/sf],clouds,dewpoint[degF],temperature[degF],ground_reflectivity[pu],wind_speed[m/s],wind_dir[rad],solar_altitude[deg],humidity[%],pressure[mbar],heat_index[degF]
2020-04-16 12:00:00,64.7,39.7,28.1,7,49.6,54.1,0.1,3.8,4.7,27.3,84.8,959,53.7
2020-04-16 13:00:00,56.9,38.1,22.4,7,49.5,53.8,0.1,4.0,4.7,32.5,85.5,958,53.3
2020-04-16 14:00:00,39.4,31.8,10.2,7,49.3,52.9,0.1,4.1,4.7,41.5,87.6,958,52.4
2020-04-16 15:00:00,22.9,21.5,2.4,6,48.9,52.5,0.1,4.2,4.7,52.4,87.5,958,52.1
2020-04-16 16:00:00,16.5,14.7,4.2,7,48.4,50.2,0.1,4.0,4.7,64.0,93.7,958,49.7
2020-04-16 17:00:00,4.4,4.4,0.0,7,48.0,48.2,0.1,3.9,4.7,75.9,99.2,958,47.8
2020-04-16 18:00:00,0.8,0.8,0.0,7,46.8,46.8,0.1,3.8,4.8,87.5,100.0,958,46.3
2020-04-16 19:00:00,0.0,0.0,0.0,7,46.4,46.4,0.1,3.8,4.8,99.2,100.0,958,45.9
2020-04-16 20:00:00,0.0,0.0,0.0,8,46.2,46.2,0.1,3.7,4.7,109.8,100.0,958,45.7
2020-04-16 21:00:00,0.0,0.0,0.0,7,46.2,46.2,0.1,3.5,4.7,119.3,100.0,958,45.7
2020-04-16 22:00:00,0.0,0.0,0.0,8,46.2,46.2,0.1,3.2,4.6,126.7,100.0,958,45.7
2020-04-16 23:00:00,0.0,0.0,0.0,8,46.4,46.4,0.1,3.0,4.6,131.1,100.0,958,45.9
2020-04-17 00:00:00,0.0,0.0,0.0,8,46.4,46.4,0.1,2.9,4.6,131.7,100.0,958,45.9
2020-04-17 01:00:00,0.0,0.0,0.0,7,46.4,46.4,0.1,2.9,4.6,128.3,100.0,958,45.9
2020-04-17 02:00:00,0.0,0.0,0.0,7,46.4,46.4,0.1,2.9,4.6,121.6,100.0,958,45.9
2020-04-17 03:00:00,0.0,0.0,0.0,7,46.2,46.2,0.1,2.9,4.5,112.7,100.0,959,45.7
2020-04-17 04:00:00,0.0,0.0,0.0,7,46.0,46.0,0.1,2.8,4.5,102.3,100.0,959,45.5
2020-04-17 05:00:00,0.3,0.3,0.4,4,46.2,46.2,0.1,2.9,4.3,91.0,100.0,959,45.7
2020-04-17 06:00:00,10.0,5.1,26.3,0,46.6,46.9,0.1,3.1,4.2,79.2,98.5,960,46.5
2020-04-17 07:00:00,14.9,10.1,12.4,4,46.6,48.0,0.1,3.3,4.0,67.3,94.7,960,47.5
2020-04-17 08:00:00,12.9,12.9,0.0,3,46.8,49.3,0.1,3.5,3.9,55.5,91.0,960,48.7
2020-04-17 09:00:00,27.1,25.0,3.0,3,46.9,50.5,0.1,3.9,3.8,44.4,87.2,960,50.0
2020-04-17 10:00:00,46.5,34.2,15.0,3,47.1,51.6,0.1,4.1,3.8,34.6,84.4,960,51.0
2020-04-17 11:00:00,62.8,40.2,25.5,7,47.3,52.3,0.1,4.3,3.9,27.9,82.7,960,51.7
2020-04-17 12:00:00,57.8,41.5,18.2,7,47.3,52.7,0.1,4.3,3.9,27.0,81.8,961,52.1
2020-04-17 13:00:00,49.0,37.4,13.7,7,47.3,52.5,0.1,4.3,4.0,32.2,82.2,961,51.9
2020-04-17 14:00:00,30.8,26.7,5.5,3,47.3,52.5,0.1,4.3,4.0,41.3,82.4,961,51.9
2020-04-17 15:00:00,24.7,22.0,4.5,4,47.3,52.5,0.1,4.3,4.0,52.2,82.3,961,51.9
2020-04-17 16:00:00,16.1,14.9,2.7,4,47.1,51.6,0.1,4.4,4.0,63.9,84.8,961,51.0
2020-04-17 17:00:00,8.3,6.7,6.4,4,47.1,50.4,0.1,4.2,4.1,75.7,88.5,961,49.8
2020-04-17 18:00:00,0.7,0.7,0.0,4,47.1,49.1,0.1,3.7,4.1,87.3,93.0,961,48.6
2020-04-17 19:00:00,0.0,0.0,0.0,7,47.3,48.4,0.1,3.4,4.1,99.0,95.8,961,47.9
2020-04-17 20:00:00,0.0,0.0,0.0,0,46.9,48.2,0.1,3.3,4.1,109.6,95.4,961,47.7
2020-04-17 21:00:00,0.0,0.0,0.0,0,46.8,47.8,0.1,3.0,4.1,119.0,96.3,962,47.3
2020-04-17 22:00:00,0.0,0.0,0.0,0,46.8,47.5,0.1,2.8,4.1,126.4,97.3,962,47.0
2020-04-17 23:00:00,0.0,0.0,0.0,0,46.6,47.1,0.1,2.6,4.1,130.8,98.1,961,46.6
2020-04-18 00:00:00,0.0,0.0,0.0,0,46.4,46.9,0.1,2.6,4.1,131.3,97.9,961,46.4
2020-04-18 01:00:00,0.0,0.0,0.0,0,46.2,46.9,0.1,2.6,4.1,127.9,97.5,961,46.4
2020-04-18 02:00:00,0.0,0.0,0.0,0,46.2,46.8,0.1,2.6,4.0,121.3,97.7,962,46.2
2020-04-18 03:00:00,0.0,0.0,0.0,0,45.9,46.4,0.1,2.5,3.9,112.3,97.8,962,45.9
2020-04-18 04:00:00,0.0,0.0,0.0,4,45.5,46.2,0.1,2.5,3.8,102.0,97.3,963,45.7
2020-04-18 05:00:00,0.3,0.3,0.7,4,45.3,47.3,0.1,2.6,3.8,90.2,92.5,963,46.7
2020-04-18 06:00:00,10.1,4.8,27.6,0,44.8,48.7,0.1,2.8,3.7,78.9,86.4,963,48.1
2020-04-18 07:00:00,19.7,10.5,23.6,3,44.4,50.0,0.1,2.9,3.6,67.1,80.9,964,49.3
2020-04-18 08:00:00,22.0,20.3,3.0,3,44.4,51.3,0.1,2.9,3.7,55.3,77.5,964,50.5
2020-04-18 09:00:00,31.4,28.0,4.8,3,44.8,52.7,0.1,3.0,3.7,44.1,74.2,964,51.9
2020-04-18 10:00:00,35.3,31.3,4.8,3,45.0,53.8,0.1,3.1,3.8,34.3,71.9,964,53.0
2020-04-18 11:00:00,36.6,32.8,4.3,3,45.1,54.7,0.1,3.4,3.9,27.6,70.3,964,53.9
2020-04-18 12:00:00,57.5,40.4,19.1,2,45.5,55.2,0.1,3.6,4.1,26.6,69.5,964,54.5
2020-04-18 13:00:00,53.4,32.7,24.4,2,45.5,55.2,0.1,3.8,4.2,31.9,69.7,964,54.5
2020-04-18 14:00:00,40.4,31.5,11.8,2,45.5,54.9,0.1,3.8,4.3,41.1,70.5,964,54.1
2020-04-18 15:00:00,28.4,23.3,8.4,3,45.3,54.7,0.1,3.7,4.3,52.0,70.7,964,53.9
2020-04-18 16:00:00,14.8,14.0,1.6,3,45.3,53.2,0.1,3.3,4.4,63.7,74.3,964,52.5
2020-04-18 17:00:00,17.4,5.5,47.7,0,45.3,51.6,0.1,2.9,4.5,75.6,79.3,964,50.9
2020-04-18 18:00:00,2.9,2.0,17.8,0,46.2,49.6,0.1,2.5,4.5,87.2,88.1,964,49.0
2020-04-18 19:00:00,0.0,0.0,0.0,0,46.9,48.4,0.1,2.5,4.5,98.8,94.4,964,47.9
2020-04-18 20:00:00,0.0,0.0,0.0,0,46.9,47.7,0.1,2.7,4.5,109.4,97.1,965,47.2
2020-04-18 21:00:00,0.0,0.0,0.0,0,46.8,47.1,0.1,2.8,4.4,118.8,98.5,965,46.6
2020-04-18 22:00:00,0.0,0.0,0.0,0,46.8,46.9,0.1,2.9,4.4,126.1,99.2,965,46.5
2020-04-18 23:00:00,0.0,0.0,0.0,0,46.8,46.8,0.1,2.7,4.4,130.4,99.9,965,46.3
2020-04-19 00:00:00,0.0,0.0,0.0,0,46.4,46.4,0.1,2.5,4.5,130.9,100.0,964,45.9
2020-04-19 01:00:00,0.0,0.0,0.0,0,46.2,46.2,0.1,2.3,4.5,127.6,100.0,964,45.7
2020-04-19 02:00:00,0.0,0.0,0.0,0,46.2,46.2,0.1,2.0,4.5,121.0,99.9,964,45.7
2020-04-19 03:00:00,0.0,0.0,0.0,0,46.0,46.4,0.1,1.7,4.5,112.1,98.5,964,45.9
2020-04-19 04:00:00,0.0,0.0,0.0,4,45.9,46.4,0.1,1.6,4.5,101.7,98.1,964,45.9
2020-04-19 05:00:00,0.6,0.6,3.6,0,45.9,47.3,0.1,1.9,4.4,90.0,94.9,964,46.7
2020-04-19 06:00:00,13.6,5.2,42.5,0,46.0,48.9,0.1,2.2,4.3,78.7,89.7,964,48.3
2020-04-19 07:00:00,21.6,9.3,31.3,3,46.0,50.4,0.1,2.1,4.3,66.8,84.8,965,49.7
2020-04-19 08:00:00,25.1,21.0,7.1,3,46.2,51.8,0.1,2.1,4.3,55.0,81.3,965,51.1
2020-04-19 09:00:00,42.7,30.5,17.0,2,46.6,53.2,0.1,2.1,4.4,43.8,78.0,965,52.6
2020-04-19 10:00:00,39.4,33.3,7.3,3,46.9,54.7,0.1,2.3,4.4,34.0,75.0,965,54.0
2020-04-19 11:00:00,46.5,36.3,11.5,3,47.3,55.6,0.1,2.7,4.5,27.2,73.5,965,54.9
2020-04-19 12:00:00,49.4,39.3,11.3,3,47.5,56.1,0.1,3.1,4.6,26.3,73.0,964,55.5
2020-04-19 13:00:00,76.1,19.3,66.7,0,47.7,55.9,0.1,3.5,4.7,31.7,73.7,964,55.3
2020-04-19 14:00:00,73.3,10.1,83.6,0,47.7,55.2,0.1,3.9,4.8,40.9,75.5,964,54.6
2020-04-19 15:00:00,57.9,9.2,78.8,0,47.5,54.7,0.1,4.0,4.8,51.9,76.4,963,54.1
2020-04-19 16:00:00,39.3,7.5,71.3,0,47.3,52.7,0.1,3.8,4.9,63.5,81.7,963,52.1
2020-04-19 17:00:00,17.7,6.7,43.9,0,47.1,50.9,0.1,3.4,5.0,75.4,86.6,963,50.3
2020-04-19 18:00:00,1.7,1.4,4.5,8,46.9,49.1,0.1,3.1,5.1,87.0,92.5,963,48.6
2020-04-19 19:00:00,0.0,0.0,0.0,8,47.1,48.0,0.1,3.1,5.1,98.6,96.6,963,47.5
2020-04-19 20:00:00,0.0,0.0,0.0,4,46.9,47.7,0.1,3.2,5.1,109.2,97.6,964,47.2
2020-04-19 21:00:00,0.0,0.0,0.0,4,46.9,47.3,0.1,3.3,5.1,118.5,98.4,964,46.8
2020-04-19 22:00:00,0.0,0.0,0.0,4,46.8,47.3,0.1,3.4,5.1,125.8,98.1,964,46.8
2020-04-19 23:00:00,0.0,0.0,0.0,4,46.6,47.1,0.1,3.3,5.1,130.1,98.3,964,46.6
2020-04-20 00:00:00,0.0,0.0,0.0,4,46.4,46.9,0.1,3.1,5.1,130.6,98.0,963,46.4
2020-04-20 01:00:00,0.0,0.0,0.0,4,46.2,46.6,0.1,3.0,5.1,127.2,98.6,963,46.1
2020-04-20 02:00:00,0.0,0.0,0.0,4,46.0,46.4,0.1,3.0,5.0,120.6,98.3,963,45.9
2020-04-20 03:00:00,0.0,0.0,0.0,4,45.7,46.4,0.1,3.0,4.9,111.8,97.6,964,45.9
2020-04-20 04:00:00,0.0,0.0,0.0,4,45.7,46.4,0.1,2.9,4.9,101.5,97.2,964,45.9
2020-04-20 05:00:00,0.3,0.3,0.0,4,45.5,47.1,0.1,2.7,4.8,89.7,94.0,964,46.5
2020-04-20 06:00:00,6.0,5.6,2.1,4,45.1,48.4,0.1,2.7,4.8,78.5,88.8,965,47.7
2020-04-20 07:00:00,12.0,9.8,5.4,4,44.6,49.5,0.1,3.0,4.7,66.6,83.2,965,48.7
2020-04-20 08:00:00,16.9,16.4,0.8,4,44.4,50.2,0.1,3.5,4.7,54.8,80.7,966,49.4
2020-04-20 09:00:00,40.6,31.7,12.3,4,44.8,50.7,0.1,3.9,4.8,43.5,80.0,967,50.0
2020-04-20 10:00:00,35.6,31.6,4.8,4,45.0,51.3,0.1,3.9,4.9,33.6,79.1,967,50.5
2020-04-20 11:00:00,45.9,38.4,8.5,4,45.3,52.0,0.1,3.8,5.0,26.9,78.0,967,51.3
2020-04-20 12:00:00,73.9,28.1,50.9,0,45.7,52.7,0.1,3.9,5.0,26.0,77.2,967,52.0
2020-04-20 13:00:00,63.5,30.9,38.1,2,46.0,53.1,0.1,4.1,5.0,31.4,76.8,966,52.4
2020-04-20 14:00:00,57.1,26.7,40.2,2,46.2,53.1,0.1,4.4,5.0,40.7,77.4,966,52.4
2020-04-20 15:00:00,33.6,25.4,13.4,2,46.4,53.1,0.1,4.5,5.0,51.7,78.2,966,52.4
2020-04-20 16:00:00,16.4,14.1,5.2,3,46.6,51.6,0.1,5.1,5.1,63.4,82.9,966,51.0
2020-04-20 17:00:00,13.7,5.7,31.4,0,46.8,50.2,0.1,5.3,5.2,75.2,87.9,966,49.6
2020-04-20 18:00:00,2.9,2.1,13.2,0,47.1,48.6,0.1,5.3,5.2,86.9,94.5,967,48.1
2020-04-20 19:00:00,0.0,0.0,0.0,0,47.5,47.5,0.1,5.3,5.3,98.4,99.9,968,47.1
2020-04-20 20:00:00,0.0,0.0,0.0,0,47.1,47.1,0.1,5.4,5.3,109.0,100.0,968,46.7
2020-04-20 21:00:00,0.0,0.0,0.0,0,46.6,46.6,0.1,5.4,5.3,118.3,100.0,968,46.1
2020-04-20 22:00:00,0.0,0.0,0.0,0,46.4,46.4,0.1,5.3,5.3,125.5,100.0,968,45.9
2020-04-20 23:00:00,0.0,0.0,0.0,0,46.4,46.4,0.1,5.0,5.4,129.8,100.0,968,45.9
2020-04-21 00:00:00,0.0,0.0,0.0,0,46.6,46.6,0.1,4.8,5.3,130.3,100.0,968,46.1
2020-04-21 01:00:00,0.0,0.0,0.0,0,46.8,46.8,0.1,4.8,5.3,126.9,100.0,968,46.3
2020-04-21 02:00:00,0.0,0.0,0.0,0,46.9,46.9,0.1,5.0,5.3,120.3,100.0,968,46.5
2020-04-21 03:00:00,0.0,0.0,0.0,0,46.9,46.9,0.1,5.1,5.3,111.5,100.0,968,46.5
2020-04-21 04:00:00,0.0,0.0,0.0,0,46.9,46.9,0.1,5.1,5.3,101.2,100.0,969,46.5
2020-04-21 05:00:00,0.7,0.7,3.0,0,47.3,47.3,0.1,5.1,5.3,89.5,100.0,969,46.9
2020-04-21 06:00:00,10.5,5.3,25.6,0,47.3,48.4,0.1,5.3,5.3,78.2,95.8,970,47.9
2020-04-21 07:00:00,30.0,9.0,52.3,0,47.3,49.6,0.1,5.4,5.3,66.3,91.5,970,49.1
2020-04-21 08:00:00,27.8,19.6,14.0,3,47.5,51.3,0.1,5.4,5.3,54.5,87.0,971,50.7
2020-04-21 09:00:00,48.6,22.1,36.4,3,47.8,52.7,0.1,5.2,5.3,43.3,83.4,971,52.1
2020-04-21 10:00:00,67.0,24.0,51.5,0,48.0,54.0,0.1,5.0,5.3,33.3,80.4,971,53.4
2020-04-21 11:00:00,79.4,22.1,64.1,0,48.4,55.0,0.1,5.0,5.3,26.6,78.2,970,54.5
2020-04-21 12:00:00,89.5,11.2,86.8,0,48.7,55.8,0.1,5.2,5.2,25.6,77.0,970,55.2
2020-04-21 13:00:00,84.6,10.3,86.9,0,48.9,55.8,0.1,5.7,5.2,31.2,77.6,970,55.2
2020-04-21 14:00:00,73.9,9.7,84.4,0,48.9,55.4,0.1,6.1,5.2,40.5,78.6,970,54.9
2020-04-21 15:00:00,54.8,11.9,68.9,0,48.6,55.0,0.1,6.3,5.2,51.5,79.0,969,54.5
2020-04-21 16:00:00,39.7,7.6,71.2,0,48.6,53.1,0.1,5.8,5.3,63.2,84.4,969,52.5
2020-04-21 17:00:00,19.8,5.9,53.8,0,48.4,51.1,0.1,5.5,5.2,75.1,90.7,969,50.6
2020-04-21 18:00:00,3.2,2.3,14.9,0,48.7,49.3,0.1,5.3,5.2,86.7,97.8,970,48.9
2020-04-21 19:00:00,0.0,0.0,0.0,0,48.4,48.4,0.1,5.3,5.2,98.2,100.0,970,48.0
2020-04-21 20:00:00,0.0,0.0,0.0,0,47.8,47.8,0.1,5.1,5.2,108.8,100.0,971,47.4
2020-04-21 21:00:00,0.0,0.0,0.0,0,47.7,47.7,0.1,4.9,5.3,118.0,100.0,971,47.2
2020-04-21 22:00:00,0.0,0.0,0.0,0,47.5,47.5,0.1,4.6,5.3,125.2,100.0,971,47.1
2020-04-21 23:00:00,0.0,0.0,0.0,0,47.3,47.3,0.1,4.4,5.3,129.4,100.0,971,46.9
2020-04-22 00:00:00,0.0,0.0,0.0,0,46.9,46.9,0.1,4.3,5.3,129.9,100.0,970,46.5
2020-04-22 01:00:00,0.0,0.0,0.0,0,46.4,46.4,0.1,4.2,5.3,126.6,100.0,970,45.9
2020-04-22 02:00:00,0.0,0.0,0.0,0,46.0,46.0,0.1,4.1,5.4,120.0,100.0,970,45.5
2020-04-22 03:00:00,0.0,0.0,0.0,0,45.9,45.9,0.1,4.1,5.4,111.2,100.0,970,45.4
2020-04-22 04:00:00,0.0,0.0,0.0,0,45.9,45.9,0.1,3.7,5.4,100.9,100.0,970,45.4
2020-04-22 05:00:00,0.7,0.7,2.1,3,47.3,47.3,0.1,3.7,5.4,89.3,100.0,970,46.9
2020-04-22 06:00:00,14.4,5.6,42.5,0,49.8,49.8,0.1,3.9,5.4,78.0,100.0,970,49.5
2020-04-22 07:00:00,33.5,8.0,63.2,0,50.4,52.2,0.1,3.8,5.4,66.1,93.8,971,51.8
2020-04-22 08:00:00,52.3,9.0,74.1,0,50.5,54.7,0.1,3.7,5.4,54.3,86.0,971,54.3
2020-04-22 09:00:00,68.5,9.5,80.7,0,51.1,56.8,0.1,3.8,5.3,43.0,80.9,971,56.4
2020-04-22 10:00:00,80.4,9.3,84.8,0,51.3,58.6,0.1,4.0,5.3,33.0,76.2,971,58.2
2020-04-22 11:00:00,86.9,9.0,86.8,0,50.9,60.1,0.1,4.4,5.3,26.2,71.8,971,59.6
2020-04-22 12:00:00,87.7,8.9,87.1,0,51.3,60.6,0.1,4.8,5.3,25.3,71.4,971,60.2
2020-04-22 13:00:00,82.5,9.1,85.6,0,52.3,60.4,0.1,5.3,5.3,30.9,74.7,971,60.1
2020-04-22 14:00:00,71.1,10.1,79.9,0,53.6,59.9,0.1,5.6,5.3,40.3,79.4,971,59.6
2020-04-22 15:00:00,56.0,9.4,74.7,0,54.3,59.4,0.1,5.7,5.3,51.3,83.4,971,59.1
2020-04-22 16:00:00,38.5,7.7,67.8,0,54.7,57.4,0.1,5.4,5.3,63.1,90.8,970,57.2
2020-04-22 17:00:00,19.2,5.9,51.5,0,54.9,55.4,0.1,4.9,5.3,74.9,97.8,970,55.3
2020-04-22 18:00:00,3.1,2.1,14.7,0,53.2,53.2,0.1,4.6,5.2,86.5,100.0,970,53.1
2020-04-22 19:00:00,0.0,0.0,0.0,0,52.2,52.2,0.1,4.5,5.2,98.0,100.0,971,52.0
2020-04-22 20:00:00,0.0,0.0,0.0,0,51.6,51.6,0.1,4.6,5.2,108.6,100.0,971,51.4
2020-04-22 21:00:00,0.0,0.0,0.0,0,51.1,51.1,0.1,4.4,5.3,117.8,100.0,971,50.8
2020-04-22 22:00:00,0.0,0.0,0.0,0,50.7,50.7,0.1,4.1,5.3,124.9,100.0,971,50.5
2020-04-22 23:00:00,0.0,0.0,0.0,0,50.2,50.2,0.1,3.9,5.3,129.1,100.0,970,49.9
2020-04-23 00:00:00,0.0,0.0,0.0,0,49.6,49.6,0.1,4.1,5.2,129.6,100.0,969,49.3
2020-04-23 01:00:00,0.0,0.0,0.0,3,49.3,49.3,0.1,4.2,5.2,126.2,100.0,969,48.9
2020-04-23 02:00:00,0.0,0.0,0.0,3,48.9,48.9,0.1,4.3,5.2,119.7,100.0,969,48.6
2020-04-23 03:00:00,0.0,0.0,0.0,3,48.6,48.6,0.1,4.3,5.3,110.9,100.0,969,48.2
2020-04-23 04:00:00,0.0,0.0,0.0,0,48.4,48.4,0.1,4.2,5.3,100.7,100.0,969,48.0
2020-04-23 05:00:00,0.9,0.8,5.1,0,49.5,49.5,0.1,4.4,5.3,89.1,100.0,969,49.1
2020-04-23 06:00:00,15.1,5.2,47.0,0,51.4,51.4,0.1,4.7,5.3,77.8,100.0,969,51.2
2020-04-23 07:00:00,34.4,7.2,66.3,0,52.7,53.4,0.1,4.7,5.4,65.9,97.3,969,53.2
2020-04-23 08:00:00,53.2,8.5,76.2,0,53.1,55.6,0.1,4.8,5.5,54.1,91.0,969,55.3
2020-04-23 09:00:00,69.4,8.9,82.3,0,53.1,57.7,0.1,4.9,5.5,42.8,84.4,969,57.5
2020-04-23 10:00:00,81.4,9.0,86.0,0,52.9,59.4,0.1,4.8,5.5,32.8,78.9,969,59.0
2020-04-23 11:00:00,88.0,9.4,87.3,0,52.7,60.4,0.1,4.9,5.4,25.9,75.7,968,60.1
2020-04-23 12:00:00,88.8,9.5,87.5,0,52.7,61.2,0.1,5.2,5.4,25.0,73.5,968,60.8
2020-04-23 13:00:00,83.7,9.4,86.4,0,52.0,61.3,0.1,5.4,5.4,30.6,71.5,967,60.9
2020-04-23 14:00:00,73.1,9.1,83.6,0,51.6,61.0,0.1,5.7,5.3,40.1,71.2,967,60.6
2020-04-23 15:00:00,57.9,8.4,79.0,0,51.1,60.6,0.1,5.9,5.3,51.2,70.9,966,60.2
2020-04-23 16:00:00,39.7,7.3,71.1,0,50.9,58.3,0.1,5.9,5.4,62.9,76.3,966,57.8
2020-04-23 17:00:00,20.1,5.9,54.3,0,50.9,55.6,0.1,5.7,5.3,74.8,84.2,966,55.2
2020-04-23 18:00:00,3.5,2.3,18.9,0,51.3,52.7,0.1,5.5,5.3,86.4,94.8,966,52.4
2020-04-23 19:00:00,0.0,0.0,0.0,0,51.3,51.3,0.1,5.5,5.4,97.9,100.0,966,51.0
2020-04-23 20:00:00,0.0,0.0,0.0,0,50.7,50.7,0.1,5.5,5.4,108.3,100.0,966,50.5
2020-04-23 21:00:00,0.0,0.0,0.0,0,50.4,50.4,0.1,5.6,5.4,117.5,100.0,966,50.1
2020-04-23 22:00:00,0.0,0.0,0.0,0,50.2,50.2,0.1,5.6,5.5,124.6,100.0,965,49.9
2020-04-23 23:00:00,0.0,0.0,0.0,0,49.8,49.8,0.1,5.3,5.5,128.8,100.0,965,49.5
2020-04-24 00:00:00,0.0,0.0,0.0,0,49.5,49.5,0.1,5.1,5.5,129.3,100.0,965,49.1
2020-04-24 01:00:00,0.0,0.0,0.0,0,48.7,48.7,0.1,5.0,5.5,125.9,100.0,965,48.4
2020-04-24 02:00:00,0.0,0.0,0.0,0,48.2,48.2,0.1,5.0,5.5,119.4,100.0,965,47.8
2020-04-24 03:00:00,0.0,0.0,0.0,0,47.8,47.8,0.1,5.0,5.5,110.6,100.0,965,47.4
2020-04-24 04:00:00,0.0,0.0,0.0,0,47.7,47.7,0.1,4.9,5.5,100.4,100.0,965,47.2
2020-04-24 05:00:00,1.3,1.1,8.0,0,49.1,49.1,0.1,5.0,5.5,88.9,100.0,966,48.8
2020-04-24 06:00:00,16.0,5.0,50.9,0,50.4,51.4,0.1,5.1,5.6,77.5,96.0,966,51.1
2020-04-24 07:00:00,35.6,6.8,69.9,0,50.5,54.0,0.1,4.7,5.5,65.7,88.4,966,53.6
2020-04-24 08:00:00,54.7,7.9,79.3,0,51.3,57.0,0.1,4.4,5.5,53.8,80.9,966,56.6
2020-04-24 09:00:00,71.0,8.5,84.7,0,51.1,60.3,0.1,4.1,5.6,42.5,71.6,966,59.8
2020-04-24 10:00:00,83.0,8.8,87.9,0,50.5,63.0,0.1,3.9,5.6,32.5,64.0,966,62.5
2020-04-24 11:00:00,89.5,9.4,88.8,0,51.1,64.4,0.1,4.0,5.4,25.6,62.1,966,63.9
2020-04-24 12:00:00,90.0,9.4,88.7,0,51.4,64.8,0.1,4.4,5.3,24.7,62.1,965,64.3
2020-04-24 13:00:00,84.9,9.0,88.0,0,51.8,64.6,0.1,4.9,5.3,30.4,63.1,965,64.1
2020-04-24 14:00:00,74.4,8.5,85.9,0,51.8,64.0,0.1,5.2,5.3,39.9,64.5,964,63.6
2020-04-24 15:00:00,59.2,7.7,81.8,0,52.0,63.7,0.1,5.3,5.4,51.0,65.6,964,63.3
2020-04-24 16:00:00,40.7,6.9,73.9,0,52.3,60.8,0.1,5.2,5.4,62.8,73.5,964,60.4
2020-04-24 17:00:00,20.7,5.5,57.6,0,52.9,57.7,0.1,4.7,5.4,74.6,83.6,963,57.4
2020-04-24 18:00:00,3.9,2.4,23.1,0,53.4,54.7,0.1,4.1,5.4,86.2,95.4,963,54.5
2020-04-24 19:00:00,0.0,0.0,0.0,0,52.9,52.9,0.1,3.9,5.3,97.7,100.0,963,52.7
2020-04-24 20:00:00,0.0,0.0,0.0,0,52.2,52.2,0.1,4.2,5.3,108.1,100.0,964,52.0
2020-04-24 21:00:00,0.0,0.0,0.0,0,51.8,51.8,0.1,4.4,5.3,117.3,100.0,964,51.6
2020-04-24 22:00:00,0.0,0.0,0.0,0,51.6,51.6,0.1,4.6,5.3,124.3,100.0,963,51.4
2020-04-24 23:00:00,0.0,0.0,0.0,0,51.3,51.3,0.1,4.7,5.3,128.5,100.0,963,51.0
2020-04-25 00:00:00,0.0,0.0,0.0,0,50.7,50.7,0.1,4.8,5.3,128.9,100.0,963,50.5
2020-04-25 01:00:00,0.0,0.0,0.0,3,50.4,50.4,0.1,4.9,5.4,125.6,100.0,963,50.1
2020-04-25 02:00:00,0.0,0.0,0.0,3,50.5,50.5,0.1,4.9,5.4,119.1,100.0,963,50.3
2020-04-25 03:00:00,0.0,0.0,0.0,3,50.5,50.5,0.1,4.7,5.4,110.4,100.0,963,50.3
2020-04-25 04:00:00,0.0,0.0,0.0,7,50.5,50.5,0.1,4.6,5.4,100.2,100.0,963,50.3
2020-04-25 05:00:00,1.4,1.2,7.9,0,51.1,51.1,0.1,4.7,5.4,88.7,100.0,963,50.8
2020-04-25 06:00:00,16.0,5.6,47.2,0,52.5,52.5,0.1,4.8,5.4,77.3,100.0,964,52.3
2020-04-25 07:00:00,32.0,9.8,53.1,7,53.1,54.1,0.1,4.5,5.3,65.4,95.9,964,54.0
2020-04-25 08:00:00,50.9,12.0,65.7,7,53.4,56.5,0.1,4.4,5.3,53.6,89.5,964,56.3
2020-04-25 09:00:00,70.1,11.2,79.5,0,53.2,59.4,0.1,4.5,5.4,42.3,80.4,964,59.1
2020-04-25 10:00:00,82.2,12.9,81.9,0,52.5,61.3,0.1,4.7,5.4,32.2,72.9,964,61.0
2020-04-25 11:00:00,89.7,11.8,86.2,0,52.3,62.2,0.1,4.8,5.3,25.2,70.1,964,61.8
2020-04-25 12:00:00,87.1,19.6,74.0,7,52.3,62.4,0.1,5.0,5.3,24.4,69.6,963,62.0
2020-04-25 13:00:00,80.5,20.3,69.7,7,52.3,62.1,0.1,5.2,5.3,30.2,70.6,963,61.7
2020-04-25 14:00:00,68.4,19.0,64.1,7,52.3,61.0,0.1,5.4,5.3,39.7,73.4,963,60.6
2020-04-25 15:00:00,48.0,21.2,42.5,7,52.3,60.3,0.1,5.5,5.3,50.8,75.3,963,59.9
2020-04-25 16:00:00,28.8,17.2,25.3,7,52.7,57.4,0.1,5.2,5.3,62.6,84.2,962,57.1
2020-04-25 17:00:00,13.6,9.2,16.2,7,53.1,55.2,0.1,4.6,5.3,74.5,92.2,962,55.0
2020-04-25 18:00:00,2.4,2.2,2.5,7,53.1,53.1,0.1,4.3,5.2,86.0,100.0,962,52.9
2020-04-25 19:00:00,0.0,0.0,0.0,7,51.8,51.8,0.1,4.4,5.1,97.5,100.0,963,51.6
2020-04-25 20:00:00,0.0,0.0,0.0,7,51.1,51.1,0.1,4.6,5.1,107.9,100.0,963,50.8
2020-04-25 21:00:00,0.0,0.0,0.0,0,50.5,50.5,0.1,4.5,5.1,117.0,100.0,963,50.3
2020-04-25 22:00:00,0.0,0.0,0.0,0,49.8,49.8,0.1,4.3,5.1,124.1,100.0,963,49.5
